"14","device identifier","IP address and device IDs"
"14","how you browse and use the Service","User online activities"
"14","device identifier","IP address and device IDs"
"14","how you browse and use the Service","User online activities"
"14","device identifier","IP address and device IDs"
"14","how you browse and use the Service","User online activities"
"15","Metadata","Other"
"15","latitude and longitude","Location"
"16","information","Unspecified"
"16","information","Unspecified"
"16","information","Unspecified"
"16","information","Unspecified"
"16","information","Unspecified"
"16","information","Unspecified"
"16","geotag","Location"
"16","Metadata (i.e. hashtag","Other"
"17","your information","Unspecified"
"17","your information","Unspecified"
"17","your information","Unspecified"
"17","your information","Unspecified"
"19","User Content","User Profile"
"19","information","Unspecified"
"19","cookies, log files,","Cookies and tracking elements"
"19","device identifiers","IP address and device IDs"
"19","location data","Location"
"19","usage data","User online activities"
"20","your information","Unspecified"
"20","cookies, log files","Cookies and tracking elements"
"20","device identifiers","IP address and device IDs"
"20","location data","Location"
"21","certain information","Unspecified"
"21","cookie data","Cookies and tracking elements"
"21","certain information","Unspecified"
"21","cookie data","Cookies and tracking elements"
"22","data","Unspecified"
"23","Any information","Unspecified"
"23","User Content","User Profile"
"23","Any information","Unspecified"
"23","User Content","User Profile"
"23","any User Content","User Profile"
"24","name and email address","Contact"
"24","User Content","User Profile"
"24","any other information","Unspecified"
"25","your information","Unspecified"
"25","information","Unspecified"
"25","Information","Unspecified"
"25","Information","Unspecified"
"25","Information","Unspecified"
"25","Information","Unspecified"
"25","your information","Unspecified"
"25","information","Unspecified"
"27","Your information","Unspecified"
"29","information","Unspecified"
"32","account information","Other"
"32","email","Contact"
"32","communications","Contact"
"33","information","Unspecified"
"33","profile information) and User Content","User profile"
